name,time,post,year,location,Person 1,Person 2,עמודה1
Yechiel Lasry,03/05/2018 11:57,"יחד, הצלחנו השנה להפחית את זיהום האוויר בעיר ב-21% גם בל""ג בעומר >>>   אשדוד היא מודל לאיכות הסביבה גם בל""ג בעומר. אני מודה לכוחות הביטחון וההצלה על העבודה הנפלאה שעשו. לכם תושבי העיר אני רוצה להודות על הבחירה הנכונה לקיים מדורות במתכונת מצומצמת ועל שמירת הכללים. מדהים. לא פחות.",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,07/06/2018 18:48,"החלום מתגשם – הנחת אבן הפינה לבניין הראשון בקריה האקדמית - אשדוד, ובעתיד ""אוניברסיטת אשדוד"" >>>  היום זכינו להניח את אבן הפינה לבניין הראשון להנדסה, בקריה האקדמית - אשדוד, ברובע המיוחד, בסמוך לביה״ח ולפארק ההייטק. בכך צעדנו צעד ראשון להגשמת החלום של אוניברסיטה בעירנו אשדוד.  אחרי הגשמת חלום הקמת ביה״ח אסותא, אנו ממשיכים להגשים חלומות עבור תושבי אשדוד, שזוכים הפעם במפעל חינוכי חברתי כלכלי ומנוע צמיחה מרכזי לעיר. במיוחד עבור צעירי אשדוד שהנגישות להשכלה גבוהה חיונית כל כך לעתידם והצלחתם.   ללא ספק, מאורע חשוב, מרגש מאוד ומכונן, בתולדות עירנו האהובה. מזל טוב אשדוד.",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,05/06/2018 16:18,"מזל טוב Hub-אשדוד: בית חדש ליזמים ומשקיעים צעירים >>>  במעמד שר הכלכלה והתעשייה ח״כ אלי כהן, חנכנו בטקס צנוע מאיץ טכנולוגי ליזמים צעירים Hub -אשדוד. המאיץ ישכון במרכז הצעירים ""כיוונים"" וישמש מרחב עבודה ליזמים וסטודנטים צעירים מאשדוד, שמבקשים סביבת עבודה נעימה ומותאמת לפיתוח מחשבות ורעיונות לסטארטאפים אותם ירצו לקדם.  Hub -אשדוד מצטרף ל- TheHive Ashdod שהעתיק את מקומו למרכז ""כיוונים"" ומעתה, בשיתוף עם משרד הכלכלה והתעשייה, יהיה לנו עוד מרחב גדול עבור צעירי העיר.  פעולות אלה הן חלק מהרעיונות שאנו מיישמים לטובת צעירי העיר בתחומים הרלוונטיים להם, הפעם בתחום ההשכלה, התעסוקה והפנאי.  אני קורא לכם, צעירי העיר, לנצל את השירות החדש וליהנות ממרחב עבודה בסביבה נעימה, אנרגטית וצעירה, ללא תשלום. תהיו יצירתיים ובואו לבקר!",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,30/07/2018 10:53,הערב זה קורה: אירוע חשיפת קמפיין הבחירות לראשות העיר עם הצגת תכנית 'אשדוד 2025'. שידור Live החל מהשעה 19:00. הצטרפו >>>  יחיאל לסרי,2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,28/08/2018 11:20,אין מילים. מזעזע. חלק מהמתמודדים פשוט איבדו את הראש ואת המצפון. והם עוד רוצים לנהל עיר.  לא יקרה. האשדודים לא יתנו להם להרוס את העיר המדהימה הזו. אשדוד תמשיך להיות עיר מהשורה הראשונה. לכולם.  יחיאל לסרי,2018,Ashdod,TRUE,TRUE,
Yechiel Lasry,12/08/2018 18:28,"אני קורא לכל הגורמים הפוליטיים בעיר, עיצרו רגע ותעשו חשיבה מחודשת >>>  ההדרדרות הזו של מערכת הבחירות, עם מעצרם של החשודים באיומים אישיים על חיי ובהשחתת שלטי הבחירות שלי, הינה ללא ספק תוצאה ישירה של פעולות ההסתה וליבוי השנאה בין הקבוצות השונות בעיר אליה חשופים תושבי אשדוד לאחרונה.  אני קורא לכל המתמודדים לנהל מערכת בחירות נקייה, נטולת אלימות, איומים ושפה בוטה. יום אחרי הבחירות כולנו צריכים להישאר לגור כאן יחד. בואו לא ניתן לקיצוניים לקבוע לנו את סדר היום. אשדוד חשובה לכולנו.  יחיאל לסרי",2018,Ashdod,FALSE,TRUE,disagreement
Yechiel Lasry,28/09/2018 16:30,"בין הקניות לבישולים של עוד שבת וחג (מתי זה ייגמר??), קפצנו לפגוש אתכם במרכז המסחרי ברובע ב' וכמובן לבחור דג לשבת.  כמות האהבה וההערכה שלכם מרגשת. בחיי. סופ""ש שקט ונעים 💙",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,26/09/2018 15:47,"עכשיו זה רשמי: 18,000 תומכים בפייסבוק >>>   רגע סמלי ויפה בו האותיות בקלפי (חי) ומספר העוקבים בפייסבוק (חי אלפים) מתואמים בינגו 😉  אז ח״י אלפי תודות לכולכם, נמשיך להעמיד את אשדוד בשורה הראשונה של ישראל. גם בפייסבוק👍🏻   #שמים_חי_בקלפי יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,20/09/2018 10:00,"הכירו את מס' 2 של 'אשדוד בתנופה': עו""ד גבי כנפו >>>  גבי כנפו, בן 57, נשוי ואב לשלושה ילדים, סבא לשלושה נכדים. משמש כממלא מקום ראש העיר, יו""ר סיעת ""אשדוד בתנופה"" ויו""ר הקואליציה. משרת בכל התפקידים הציבוריים ללא שכר ובהתנדבות.  גבי הוא מבעלי ""קבוצת 207"", מהחברות הגדולות בישראל בתחום הלוגיסטיקה הימית, אחסנה ושינוע יבשתי של מטענים ויו""ר תאגיד המים והביוב ""יובלים אשדוד"". גבי הוביל את מהפיכת חידוש תשתיות המים והביוב העירוניות ואת הקמת מרכז השירות החדש לתושב.   מתוך האני מאמין של גבי: ""הערכים שעליהם חונכתי מחייבים אותי להעניק בחזרה אהבה גדולה לעיר אשדוד עליה גדלתי, ולשים אותה בשורה הראשונה של ישראל. אני מביא איתי לעשייה הציבורית את יכולות הניהול שלי מהעולם העסקי, כאלו שמציבים רף גבוה של שירות לתושב"".  ב- 30 באוקטובר בוחרים באשדוד בתנופה. השורה הראשונה של ישראל >>>  Gabi Knafo יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,31/10/2018 20:27,"אשדוד בחרה: בשורה הראשונה של ישראל >>>  תודה לכל הפעילים והשותפים הרבים לדרך. כעת, אנחנו מזמינים את כלל הנבחרים להיות שותפים בקואליציה רחבה וחזקה. יחד נפעל להחזרת השקט והאמון בין הקבוצות הנפלאות המרכיבות את העיר. אין לנו אשדוד אחרת.",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,30/10/2018 18:23,פחות מ 4 שעות לסגירת הקלפיות: כולם יוצאים עכשיו להצביע! אין מצב לסיבוב שני >>>,2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,29/10/2018 09:03,"תודה לכם, עשרות אלפי תושבי אשדוד, שרוצים להמשיך ולהעמיד את אשדוד בשורה הראשונה של ישראל >>>   התרגשתי אתמול לפגוש אלפים מכם בכנס שאשדוד טרם ידעה כמותו. הוכחתם עד כמה העשייה שלנו נוגעת בכל אחת ואחד מכם. אני אוהב אותך אשדוד!  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,24/10/2018 11:56,"אדוני ראש הממשלה, האשדודים מודים לך 💙  ראש הממשלה שלח אלי הבוקר את הסרטון הזה. אנחנו לא עוצרים וממשיכים את התנופה באשדוד. צפו >>>  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,22/10/2018 11:05,"חיילים וחיילות שלנו - אנחנו לא מוותרים עליכם בקלות ⁦🙂  מאז ומתמיד אשדוד מלווה אתכם במהלך השירות הצבאי, ופועלת למענכם במגוון רחב של הטבות ושירותים. גם כשתגזרו את החוגר, נהיה כאן לשירותכם ונחכה לכם ב""מרכז כיוונים"" - הבית לצעירי אשדוד, עם כל התכניות, המסלולים והמידע שיעשה לכם סדר בהתאקלמות האזרחית.  ב- 30/10 תוכלו להצביע גם אתם, בפעם הראשונה, בבחירות לראשות העיר. אם אתם בבסיס בתאריך זה - תקבלו שני פתקים להצבעה, לבן וצהוב:   1. על הפתק לבן תכתבו את האותיות 'חי'.  2. על הפתק צהוב תכתבו את שמו של ראש העיר - יחיאל לסרי.  3. את הפתקים תכניסו למעטפה כפולה.  חיילים וחיילות שלנו, מאחלים לכם המשך שירות מוצלח ובטוח. שובו לשלום למשפחה האוהבת שלכם ואלינו לעיר אשדוד שגאה בכם כל כך.  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,21/10/2018 19:00,לא קיבלתם בדואר הודעה על מיקום הקלפי שלכם? לא בטוחים אם הכתובת שלכם מעודכנת באשדוד?  כל התשובות לשאלות שלכם כאן >>> bit.ly/2PHRcxy  ואל תשכחו: ב- 30 באוקטובר מצביעים יחיאל לסרי ו- חי 'אשדוד בתנופה' בשני פתקים 💙  יחיאל לסרי,2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,21/10/2018 11:07,"לא עוצרים לרגע: פארק ההייטק ומתחם הצעירים החדש יוצא לדרך >>>   אשדוד יוצאת לדרך עם פארק ההייטק החדש, מהיפים בישראל, שיוקם בסמוך לתחנת הרכבת. בפארק ישולבו מרכזי בילוי וחיי לילה.   אשדוד בשורה הראשונה גם לצעירים >>>  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,18/10/2018 10:41,"ישבנו אתמול על בירה בפאב ה""זה"", שוחחנו על עתיד העיר עם הדור החדש שלנו. אמשיך להקשיב, ללמוד ולדאוג לצעירים של אשדוד >>>  יחיאל לסרי  זה - Zeh",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,16/10/2018 09:09,"המשכן לאמנויות הבמה: היכל התרבות הרשמי של  אשדוד >>>   לאחר 10 שנים בהם עמד מבנה המשכן כמו פיל לבן ובניין נטוש, הצלחנו לגאול אותו, לסיים את הבנייה ולהעניק לתושבי אשדוד היכל תרבות עם 938 מקומות ישיבה, במשכן שהפך בשנים האחרונות לאחד מסימני ההיכר של העיר ולאחד המבנים היפים בישראל.  עם מאות פסטיבלים, הופעות וטקסים בכל השנה, אשדוד היא בשורה הראשונה של האומנות והתרבות בישראל >>>  יחיאל לסרי המשכן לאמנויות הבמה אשדוד",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,14/10/2018 09:57,החזון הופך למציאות: הנחנו את אבן הפינה לבניין הראשון להנדסה בקריה האקדמית אשדוד.  האוניברסיטה העתידית של אשדוד יצאה לדרך. מעמידים את דור העתיד בשורה הראשונה שלנו >>>  יחיאל לסרי,2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,12/10/2018 09:49,"אנחנו נכנסים לישורת האחרונה של מערכת הבחירות, מהסוערות ביותר שידעה אשדוד >>>   מסע השנאה ההסתה וההפחדה, חצה השבוע קווים שחורים ושבר שיאים חדשים. הדרך הזו מסוכנת לעתיד העיר שלנו.  תחת הנהגתי, נשמור על הסטטוס קוו הקיים, ואשדוד תמשיך להוות סמל עבור מדינת ישראל לחיים משותפים בכבוד הדדי בין כל המגזרים.  אני מתחייב לשמור על האופי והצביון של אשדוד בדיוק כפי שהיו עד היום.   זו התחייבותי כלפיכם. צפו >>>  שבת שלום אשדוד 🇮🇱",2018,Ashdod,TRUE,TRUE,
Yechiel Lasry,11/10/2018 16:41,בשורה הראשונה: הקמנו באשדוד את בית החולים הציבורי הראשון בישראל שנבנה ב- 40 השנים האחרונות >>>  יחיאל לסרי,2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,09/10/2018 10:00,"אנחנו עושים הרבה כבוד למס' 8 שלנו: עליזה בן חמו >>>   עליזה בן חמו, בת 65, נשואה ואם לארבעה ילדים, סבתא לעשרה נכדים כן ירבו.   עליזה מכהנת בהתנדבות בתפקיד נציגת הגמלאים בוועד עובדי עיריית אשדוד.   עליזה עלתה ארצה ממרוקו בשנת 1956, משרתת את ציבור תושבי העיר אשדוד כעובדת עירייה במשך 43 שנים במגוון תפקידים. כיהנה כמנהלת מחלקת המכרזים בעיריית אשדוד, חברה במשך 20 שנה בוועד עובדי עיריית אשדוד כממונה על הסייעות ואחראית על הגמלאים.  ב- 30 באוקטובר בוחרים בעליזה ובאשדוד בתנופה. נבחרת מהשורה הראשונה של ישראל >>>  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,08/10/2018 12:12,"אנטישמיות. אין הגדרה אחרת. אוי לבושה שזה קורה כאן באשדוד שלנו >>>  ראיתי את הסרטון שהוציא מועמד כנגד הציבור החרדי באשדוד. סרטון מלא הסתה ושנאה על גבול האנטישמיות.  אמרתי ואני חוזר ומדגיש אשדוד היא עיר של כולם - חילוניים ודתיים עולים וישראלים, שחיים וצריכים להמשיך לחיות ביחד בעיר הזאת בכבוד הדדי.  בי נשבעתי, לא ניתן את הנהגת העיר למסיתים וחסרי אחריות שמלבים שנאה ומלחמות אחים. לא במשמרת שלי.  @יחיאל לסרי",2018,Ashdod,TRUE,TRUE,
Yechiel Lasry,08/10/2018 10:00,"את מס' 7 שלנו כולכם מכירים מהרשתות החברתיות. עכשיו הוא איתנו. ברוך הבא אושרי >>>   אושרי נזרי, בן 34, נשוי ואב לשני ילדים, יזם חברתי ואיש עסקים.  אושרי הוא ממייסדי ""ארגון העסקים אשדוד"" הנמצא בתהליך איגוד למאות עסקים מקומיים, כדי לסייע להם להתמודד עם אתגרי היום יום.   אושרי התחנך בבית הספר מקיף ז'. לאחר תום לימודיו התגייס ליחידת משמר הגבול ושירת כמפקד בגזרת רמאללה בתקופת האינתיפאדה השנייה. בשירותו זכה בשלל הצטיינויות ותעודות הוקרה על פעילותו לסיכול הטרור.  אושרי יזם את מחאת כרטיסי האשראי בישראל, והוביל מאבק חברתי התנדבותי למניעת עושק העסקים הקטנים בידי חברות האשראי.   בנוסף לכל אלו, אושרי הקים באשדוד לפני 14 שנה את רשת הפיצה ""איטליאנו"" ופילס את דרכו כיזם עצמאי עד לביסוס הרשת, המשרתת קהל לקוחות רב ומהווה מקור פרנסה למשפחות אשדודיות רבות.  ב- 30 באוקטובר בוחרים באושרי ובאשדוד בתנופה. נבחרת מהשורה הראשונה של ישראל >>>  יחיאל לסרי אושרי ניזרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,07/10/2018 10:00,"מי לא מכיר את מס' 6 שלנו, 'גברת התרבות של אשדוד'? ברוכה הבאה חן בוקר >>>   חן (חנבו כמו שאתם מכירים) היא בת 34 ומאורסת טרייה.  חן היא אשת תרבות ותקשורת, שותפה בסוכנות פרסום דיגיטל מובילה באשדוד.   חן שימשה כעיתונאית מובילה בתחומי התרבות השונים, בין השאר בכלי התקשורת ""אשדודנט"", ""אשדוד 10"" ו""זמן הדרום"". פעילותה העיתונאית זיכתה אותה בכינוי 'גברת התרבות של אשדוד' בסצנת התרבות והאומנות בעיר. היא בעלת השכלה אקדמית מתחום התקשורת מטעם מכללת ""ספיר"" בשדרות.  חן ויתרה על מעמד ""ספורטאית מצטיינת"" לטובת שירות משמעותי כמדריכת אימון גופני וקרב מגע בבית הספר לקצונה בה""ד 1 וביחידת העילית ""עוקץ"". זוכת אליפות אירופה בקראטה לנוער וזכתה 5 פעמים באליפות ישראל בקראטה לנוער. מנחת מנהיגות במועצה הציונית לנוער בישראל.     ב- 30 באוקטובר בוחרים בחן ובאשדוד בתנופה. נבחרת מהשורה הראשונה של ישראל >>>  יחיאל לסרי Chen Boker",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,04/10/2018 17:00,"הכירו את מספר 5 שלנו. סבטלנה (סבטה) רדצ'ינקו >>>   סבטלנה, בת 49, נשואה ואם לשני ילדים, היא המנכלי""ת המייסדת של רשת הגנים ""חיבוקי - המרכז להתפתחות הילד באשדוד"", שהפך למוסד חינוכי מוכר ואהוב על תושבי העיר. ברשת מתחנכים מידי שנה מאות ילדים.  סבטלנה עלתה לארץ בגיל 26 עם בעלה ובנם לישראל מאוקראינה, בעקבות התנכלויות על רקע אנטישמי. המשפחה בחרה להתגורר באשדוד ומאז היא פילסה את הדרך בעשר אצבעות באופן מעורר השראה.  היא בעלת תואר שני במנהל מערכות חינוך, תואר ראשון בהוראת פיזיקה ומתמטיקה ותואר ראשון בהוראה לגיל הרך.   סבטלנה שואפת לקדם באופן משמעותי את תחום החינוך לגיל הרך באשדוד, על בסיס היכרותה וניסיונה רב השנים בתחום זה.  ב- 30 באוקטובר נבחר בסבטלנה ובאשדוד בתנופה. נבחרת מהשורה הראשונה של ישראל >>>  יחיאל לסרי Svetlana Radchenro",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,04/10/2018 10:18,"הכי טוב להכיר מקרוב >>>   פגשנו אתכם אתמול בנאפופו בר, שוחחנו אתכם אחד על אחד, סיפרנו לכם על המשך התכניות שלנו להציב את אשדוד בשורה הראשונה גם לצעירים.  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,03/10/2018 19:10,"אז מה אמרו לי הבוקר שגרם לכולנו להתרגש ולצחוק? צפו עד הסוף >>>  הבוקר ערכתי עם השרה לשוויון חברתי, ח""כ גילה גמליאל, סיור במועדון קשישים ""מופת צוק"" ובמרכז הצעירים ""כיוונים"".   יש אצלנו גידול טבעי של מעל 10,000 אזרחים וותיקים בעשור האחרון, ובהתאם לכך עלתה ההשקעה באזרחים הוותיקים בעיר בכ- 12 מליוני ₪.  השרה גמליאל ואני שמחנו לראות את המענים הייחודים לכל אוכלוסייה בהתאם לצרכיה. הכי מרגש היה לשמוע אתכם ולקבל את כל האהבה הזו.  שתזכו לשנים רבות.  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,03/10/2018 12:57,"תנו את הכבוד למספר 4 שלנו: טאלי קריאף >>>   טאלי קריאף, בת 44, אמא לשני ילדים, משמשת כבר שנה שביעית ברציפות, בהתנדבות מלאה, כיו""ר קבוצת מועדון הכדורסל ""בנות אשדוד"".  תחת הנהגתה הגיעה הקבוצה להישגים חסרי תקדים בספורט הישראלי וזכתה ב- 6 אליפויות המדינה בליגת העל בכדורסל נשים ו-4 תארי גביע המדינה.  טאלי נולדה למשפחה שעלתה ארצה ממצרים ותוניס והייתה ממקימי העיר אשדוד. היא התחנכה בבית הספר מקיף ג' באשדוד ובחרה להקים בעיר את ביתה. טאלי משמשת 14 שנה ברציפות כמנהלת שיווק בחברה ממשלתית, בתחום הרפואה הגרעינית, כלת אות המופת בספורט מטעם תנועת ""אומץ"" לשנת 2015, בעלת תואר שני במנהל עסקים מטעם אוניברסיטת בן גוריון ורואת חשבון מוסמכת.  ב- 30 באוקטובר בוחרים בטאלי ובאשדוד בתנופה. נבחרת מהשורה הראשונה של ישראל >>>  יחיאל לסרי Tali Krieff",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,02/10/2018 17:00,"הכירו את מס' 3 שלנו: יהודה פרנקל >>>   יהודה פרנקל, בן 77, נשוי ואב לארבעה ילדים, מנכ״ל אלתא לשעבר, חבר מועצת העיר אשדוד מאז 2008 והממונה על החינוך, התעשייה והתעסוקה.  בהובלתו דורגה העיר אשדוד במקום הראשון בישראל מבין הערים הגדולות במדד ""התמונה החינוכית"" של משרד החינוך, לשנים 2016-2017, וזכתה בפרס החינוך הארצי לשנת 2013.  שיעור התעסוקה באשדוד עלה מעל הממוצע הארצי, כאשר אשדוד זוכה במקום הראשון בארץ במדד ״העיר הידידותית לעסקים קטנים ובינוניים״ של משרד הכלכלה לשנת 2018.  פרנקל הקדיש את חייו לביטחון ישראל ולאחר מכן בשירותי הציבורי בעיריית אשדוד כראש מנהל החינוך וכנבחר ציבור. הקדנציה הקרובה מבחינתו הולכת להיות גולת הכותרת של הגשמת החזון ""אשדוד בשורה הראשונה של ישראל"".  ב- 30 באוקטובר בוחרים באשדוד בתנופה. נבחרת מהשורה הראשונה של ישראל >>>  יחיאל לסרי",2018,Ashdod,FALSE,FALSE,
Yechiel Lasry,21/11/2018 20:43,"המרכז הבינתחומי קבע: אשדוד בצמרת הערים החכמות בישראל!  הערב, בכנס ערים חכמות שהתקיים במרכז הבינתחומי,  דורגה אשדוד מיד אחרי תל אביב בצמרת הערים החכמות בישראל.  המדד בדק את הטכנולוגיה והנגישות של הרשויות במגוון נושאים, תוך בדיקת תפקודן של המחלקות העירוניות.  הצלחנו ביחד להביא בשנים האחרונות להשקעה ממשלתית מצטברת, בגובה של יותר ממיליארד שקלים בתשתיות העירוניות, והיום אנחנו קוצרים את הפירות.",2018,Ashdod,FALSE,FALSE,
Itai_Sahar,30/03/2018 19:15,"פסח מיוחד השנה. השנה יש לנו הזדמנות להוביל שינוי אמיתי בעיר שלנו. להבטיח לה ולנו עתיד טוב יותר. סיפור היציאה ממצרים הוא שיעור שמלווה את ישראל מאז ובמשך הדורות: שינויים גדולים לא באים בקלות, אבל כשמאמינים, לא מוותרים ונלחמים עבור מה שנכון - בסוף מנצחים.   וזו חובתנו, בכל דור ודור.   חג שמח לכולם!",2018,Ashkelon,FALSE,FALSE,
Itai_Sahar,29/03/2018 13:11,"קצת עלי ובעיקר על הדרך לניצחון בבחירות הקרובות לראשות העיר.  התפרסם במגזין ""קניבל"": יוזמה מקומית, צעירה ומרעננת של Shahar Israel Butbul, משרד הפרסום שחר B וIprofile - תדמית נכונה ברשת.",2018,Ashkelon,FALSE,FALSE,
Itai_Sahar,23/03/2018 12:33,"בימים הקרובים תוכלו למצוא ברחבי העיר ובבתי עסק נבחרים את הגיליון הראשון של המגזין ""קניבל"": יוזמה מקומית, צעירה ומרעננת של  Shahar Israel Butbul, משרד הפרסום שחר B וIprofile - תדמית נכונה ברשת. בין יתר התוכן המעולה תמצאו גם את הכתבה המצורפת. קצת עלי ובעיקר על הדרך לניצחון בבחירות הקרובות לראשות העיר.   יצא אחלה קניבל, תענוג לראות יוזמה מקומית מצוינת יוצאת אל הפועל. מגזר עסקי פעיל ומצליח הוא מפתח חשוב להצלחה עירונית, ויוזמות כאלה בהחלט מקדמות אותנו בכיוון הנכון.",2018,Ashkelon,FALSE,FALSE,
Itai_Sahar,22/03/2018 19:56,"עם רוני אליאב וד""ר קובי מיכאל, ממובילי המטה, בפגישה ארוכה ומרתקת. מסוג הפגישות שצריך פשוט להקשיב: לתובנות, לעצות הטובות, לניתוח האסטרטגי המעמיק. גם לסיפורים, במיוחד אלה מאשקלון של פעם, מסופרים מפי שני אנשי מעשה עם רקורד אינסופי, ראיה רחבה, אהבה לעיר ודאגה כנה לעתידה.  רוני אליאב: איש עסקים, מבעלי מ.א. רוי, מהחברות הגדולות בישראל להכשרת מאבטחים וייעוץ בטחוני בארץ ובחו""ל. רוני הוא איש שירות בטחון, מומחה לאבטחה, בעברו מפקד הביטחון בנתב""ג, קצין ביטחון ממונה ברומא וממקימי תחום החירום, הטכנולוגיות והאבטחה בחברה למשק וכלכלה של השילטון המקומי. לוחם ומפקד ביחידות העילית בצה""ל, סא""ל במיל'. גדל בשיכונים, כיהן בעבר כחבר במועצת העיר.     ד""ר קובי מיכאל: חוקר בכיר במכון למחקרי ביטחון לאומי באוניברסיטת תל-אביב. ראש מסלול MA במדיניות ציבורית עם התמחות בביטחון לאומי במכללת ספיר. לשעבר משנה למנכ""ל המשרד לנושאים אסטרטגיים, ראש אגף פלסטינים במטה לביטחון לאומי, סגל בכיר באוניברסיטאות בן-גוריון ואריאל, פרופסור אורח באוניברסיטאות נורת'ווסטרן בארה""ב ופקינג בביג'ין-סין, קצין בכיר באמ""ן. ממקימי מנגנון התיאום הביטחוני הישראלי-פלסטיני וממפקדיו. קובי גדל באשקלון, בשנת 2008 התמודד לראשות עיריית אשקלון, כיהן כחבר מועצה וכממונה על התכנון האסטרטגי וראש ועדת תיירות.  התוכניות שלי עבור אשקלון שאפתניות. המטרות מוצבות רחוק וגבוה, אך הן אינן פנטזיה. העיר שלנו יכולה וצריכה להגיע רחוק. הצוות חזק ונכון, מורכב מהטובים שבאנשים, בני ובנות העיר האוהבים אותה ורתומים להצלחה. הדרך להביא את החזון למציאות מגובשת יחד עם אנשי מקצוע, אנשי מעשה ואקדמיה מתחומים מגוונים. הכל נבחן. כל אחת מהמטרות ברת הגשמה. פה לא עוסקים בסיסמאות.   בע""ה ובתמיכתם - נזכה לעבוד קשה עבור אשקלון ותושביה ולהגשים את כל המטרות אחת לאחת. זה מה שאנחנו רוצים. זה מה שאשקלון צריכה.",2018,Ashkelon,FALSE,FALSE,
Itai_Sahar,19/03/2018 14:38,"חברי מאיר אלסטר מדפוס סימפטיה הזמין אותי למפגש קבוצת BNI באשקלון שהתקיים הבוקר. BNI היא קבוצת יזמים, בעלי עסקים ונותני שירותים מאשקלון והסביבה הנפגשים כדי לקדם את עסקיהם באמצעות נטוורקינג - שיתוף פעולה וקידום הדדי. מה אגיד - אנרגיה מצוינת, פרגון ורוח יזמית באוויר. תענוג אמיתי.  כל נוכח במפגש מקבל 30 שניות להציג את עצמו ואת עסקיו. שמחתי על ההזדמנות לדבר בקצרה בפני הקבוצה הנהדרת הזו. אמרתי להם שמגזר יזמי ועסקי חזק, מצליח ומשגשג הוא מפתח להצלחה עירונית.  אנצל את הבמה הזו להוסיף: מצבה התעסוקתי והכלכלי הבעייתי של אשקלון הוא לא גזרת גורל. עיריית אשקלון כיום מקשה על יזמות ועסקים. הדבר בא לידי ביטוי בכל תחום מתחומי החיים: מפקקי הענק של היוצאים לעבוד במרכז, דרך הכנסות העירייה ממקורות עצמיים ועד לנטישה המאסיבית של הדור הצעיר.   לאחר כעשור של פעילות עסקית באשקלון בתחומים מגוונים, היכרותי את הזירה הכלכלית באשקלון היא אישית ועמוקה.  כשננצח, בעזרתכם, בבחירות הקרובות - אהפוך את אשקלון לעיר המתמחה בפיתוח יזמות. עיר הרתומה לסייע להצלחת העסקים הפועלים בתחומה. רשות המבינה את תפקידה המרכזי בכלכלה המקומית, שמבינה ומכירה את הצרכים של המגזר העסקי. שמבינה כי מגזר עסקי משגשג ומצליח הוא מפתח לתעסוקה מגוונת, להעשרת אפשרויות ההתפתחות, להגדלת הכנסות העירייה, לשגשוג העיר והקהילה כולה.  כראש עיר אחת ממשימותי הראשונות תהיה לדאוג לכך שפתיחת עסק באשקלון תהיה השקעה כדאית, הגיונית וקלה ביותר לביצוע.   עד אז, אם אתם בעלי עסק ונותני שירותים מאשקלון ומהסביבה, צרו קשר עם BNI אשקלון, תגידו שמאיר שלח אתכם.    #bni #bniashkelon #buisness #smallbuisness #enterpreneur #enterprise #networking ##עסקים #עסקטן #נטוורקינג #יזמות #יוזמה #בחירות2018 #בחירות2018_אשקלון #סהר2018 #ashkelon #ashkelon #election2018 #איתיסהר #איתיסהרלראשות2018 #עסקיםלעסקים #עסקיםקטנים #קידוםעסקים",2018,Ashkelon,FALSE,FALSE,
